Period (s),ActualPosition (mm),Gate,Trigger
0.406528,13.948515,1,0
0.406733,13.949560,1,0
0.406938,13.950605,1,0
0.407142,13.951635,1,0
0.407347,13.952665,1,0
0.407552,13.953685,1,0
0.407757,13.954720,1,0
0.407962,13.955740,1,0
0.408166,13.956750,1,0
0.408371,13.957785,1,0
0.408576,13.958835,1,0
0.408781,13.959870,1,0
0.408986,13.960905,1,0
0.409190,13.961940,1,0
0.409395,13.962970,1,0
0.409600,13.963990,1,0
0.409805,13.965015,1,0
0.410010,13.966050,1,0
0.410214,13.967075,1,0
0.410419,13.968085,1,0
0.410624,13.969120,1,0
0.410829,13.970150,1,0
0.411034,13.971185,1,0
0.411238,13.972215,1,0
0.411443,13.973235,1,0
0.411648,13.974230,1,0
0.411853,13.975250,1,0
0.412058,13.976265,1,0
0.412262,13.977285,1,0
0.412467,13.978300,1,0
0.412672,13.979330,1,0
0.412877,13.980365,1,0
0.413082,13.981405,1,0
0.413286,13.982440,1,0
0.413491,13.983465,1,0
0.413696,13.984490,1,0
0.413901,13.985520,1,0
0.414106,13.986535,1,0
0.414310,13.987555,1,0
0.414515,13.988585,1,0
0.414720,13.989605,1,0
0.414925,13.990625,1,0
0.415130,13.991655,1,0
0.415334,13.992665,1,0
0.415539,13.993670,1,0
0.415744,13.994685,1,0
0.415949,13.995695,1,0
0.416154,13.996695,1,0
0.416358,13.997695,1,0
0.416563,13.998715,1,0
0.416768,13.999750,1,0
0.416973,14.000780,1,1
0.417178,14.001825,1,0
0.417382,14.002860,1,0
0.417587,14.003870,1,0
0.417792,14.004885,1,0
0.417997,14.005900,1,0
0.418202,14.006915,1,0
0.418406,14.007925,1,0
0.418611,14.008935,1,0
0.418816,14.009950,1,0
0.419021,14.010955,1,0
0.419226,14.011965,1,0
0.419430,14.012970,1,0
0.419635,14.013990,1,0
0.419840,14.015000,1,0
0.420045,14.016000,1,0
0.420250,14.017005,1,0
0.420454,14.018020,1,0
0.420659,14.019040,1,0
0.420864,14.020070,1,0
0.421069,14.021100,1,0
0.421274,14.022120,1,0
0.421478,14.023135,1,0
0.421683,14.024145,1,0
0.421888,14.025150,1,0
0.422093,14.026165,1,0
0.422298,14.027180,1,0
0.422502,14.028190,1,0
0.422707,14.029215,1,0
0.422912,14.030240,1,0
0.423117,14.031255,1,0
0.423322,14.032275,1,0
0.423526,14.033280,1,0
0.423731,14.034295,1,0
0.423936,14.035300,1,0
0.424141,14.036285,1,0
0.424346,14.037295,1,0
0.424550,14.038330,1,0
0.424755,14.039355,1,0
0.424960,14.040380,1,0
0.425165,14.041395,1,0
0.425370,14.042425,1,0
0.425574,14.043435,1,0
0.425779,14.044445,1,0
0.425984,14.045465,1,0
0.426189,14.046495,1,0
0.426394,14.047510,1,0
0.426598,14.048525,1,0
0.426803,14.049560,1,0
0.427008,14.050585,1,0
0.427213,14.051600,1,0
0.427418,14.052630,1,0
0.427622,14.053640,1,0
0.427827,14.054645,1,0
0.428032,14.055655,1,0
0.428237,14.056665,1,0
0.428442,14.057680,1,0
0.428646,14.058700,1,0
0.428851,14.059730,1,0
0.429056,14.060760,1,0
0.429261,14.061810,1,0
0.429466,14.062830,1,0
0.429670,14.063855,1,0
0.429875,14.064875,1,0
0.430080,14.065895,1,0
0.430285,14.066910,1,0
0.430490,14.067935,1,0
0.430694,14.068955,1,0
0.430899,14.069970,1,0
0.431104,14.070995,1,0
0.431309,14.072010,1,0
0.431514,14.073020,1,0
0.431718,14.074025,1,0
0.431923,14.075035,1,0
0.432128,14.076040,1,0
0.432333,14.077040,1,0
0.432538,14.078050,1,0
0.432742,14.079075,1,0
0.432947,14.080100,1,0
0.433152,14.081145,1,0
0.433357,14.082195,1,0
0.433562,14.083225,1,0
0.433766,14.084230,1,0
0.433971,14.085255,1,0
0.434176,14.086270,1,0
0.434381,14.087285,1,0
0.434586,14.088305,1,0
0.434790,14.089320,1,0
0.434995,14.090335,1,0
0.435200,14.091345,1,0
0.435405,14.092355,1,0
0.435610,14.093375,1,0
0.435814,14.094405,1,0
0.436019,14.095415,1,0
0.436224,14.096420,1,0
0.436429,14.097430,1,0
0.436634,14.098450,1,0
0.436838,14.099480,1,0
0.437043,14.100515,1,0
0.437248,14.101545,1,0
0.437453,14.102570,1,0
0.437658,14.103585,1,0
0.437862,14.104595,1,0
0.438067,14.105610,1,0
0.438272,14.106620,1,0
0.438477,14.107635,1,0
0.438682,14.108655,1,0
0.438886,14.109690,1,0
0.439091,14.110720,1,0
0.439296,14.111745,1,0
0.439501,14.112765,1,0
0.439706,14.113785,1,0
0.439910,14.114805,1,0
0.440115,14.115815,1,0
0.440320,14.116825,1,0
0.440525,14.117850,1,0
0.440730,14.118880,1,0
0.440934,14.119915,1,0
0.441139,14.120945,1,0
0.441344,14.121975,1,0
0.441549,14.122995,1,0
0.441754,14.124010,1,0
0.441958,14.125030,1,0
0.442163,14.126065,1,0
0.442368,14.127085,1,0
0.442573,14.128100,1,0
0.442778,14.129135,1,0
0.442982,14.130165,1,0
0.443187,14.131195,1,0
0.443392,14.132225,1,0
0.443597,14.133245,1,0
0.443802,14.134250,1,0
0.444006,14.135270,1,0
0.444211,14.136285,1,0
0.444416,14.137290,1,0
0.444621,14.138315,1,0
0.444826,14.139340,1,0
0.445030,14.140375,1,0
0.445235,14.141410,1,0
0.445440,14.142440,1,0
0.445645,14.143465,1,0
0.445850,14.144490,1,0
0.446054,14.145505,1,0
0.446259,14.146515,1,0
0.446464,14.147535,1,0
0.446669,14.148560,1,0
0.446874,14.149580,1,0
0.447078,14.150600,1,0
0.447283,14.151630,1,0
0.447488,14.152645,1,0
0.447693,14.153650,1,0
0.447898,14.154670,1,0
0.448102,14.155680,1,0
0.448307,14.156690,1,0
0.448512,14.157695,1,0
0.448717,14.158715,1,0
0.448922,14.159755,1,0
0.449126,14.160790,1,0
0.449331,14.161840,1,0
0.449536,14.162880,1,0
0.449741,14.163880,1,0
0.449946,14.164900,1,0
0.450150,14.165915,1,0
0.450355,14.166925,1,0
0.450560,14.167940,1,0
0.450765,14.168960,1,0
0.450970,14.169975,1,0
0.451174,14.170990,1,0
0.451379,14.172000,1,0
0.451584,14.173025,1,0
0.451789,14.174050,1,0
0.451994,14.175080,1,0
0.452198,14.176085,1,0
0.452403,14.177100,1,0
0.452608,14.178125,1,0
0.452813,14.179160,1,0
0.453018,14.180195,1,0
0.453222,14.181225,1,0
0.453427,14.182250,1,0
0.453632,14.183260,1,0
0.453837,14.184270,1,0
0.454042,14.185275,1,0
0.454246,14.186290,1,0
0.454451,14.187305,1,0
0.454656,14.188320,1,0
0.454861,14.189350,1,0
0.455066,14.190375,1,0
0.455270,14.191400,1,0
0.455475,14.192430,1,0
0.455680,14.193450,1,0
0.455885,14.194470,1,0
0.456090,14.195485,1,0
0.456294,14.196490,1,0
0.456499,14.197505,1,0
0.456704,14.198545,1,0
0.456909,14.199585,1,0
0.457114,14.200610,1,0
0.457318,14.201635,1,0
0.457523,14.202650,1,0
0.457728,14.203660,1,0
0.457933,14.204665,1,0
0.458138,14.205690,1,0
0.458342,14.206710,1,0
0.458547,14.207710,1,0
0.458752,14.208730,1,0
0.458957,14.209760,1,0
0.459162,14.210785,1,0
0.459366,14.211810,1,0
0.459571,14.212840,1,0
0.459776,14.213850,1,0
0.459981,14.214870,1,0
0.460186,14.215890,1,0
0.460390,14.216895,1,0
0.460595,14.217920,1,0
0.460800,14.218935,1,0
0.461005,14.219970,1,0
0.461210,14.221010,1,0
0.461414,14.222045,1,0
0.461619,14.223065,1,0
0.461824,14.224075,1,0
0.462029,14.225090,1,0
0.462234,14.226095,1,0
0.462438,14.227115,1,0
0.462643,14.228135,1,0
0.462848,14.229155,1,0
0.463053,14.230165,1,0
0.463258,14.231190,1,0
0.463462,14.232205,1,0
0.463667,14.233220,1,0
0.463872,14.234230,1,0
0.464077,14.235260,1,0
0.464282,14.236265,1,0
0.464486,14.237275,1,0
0.464691,14.238285,1,0
0.464896,14.239315,1,0
0.465101,14.240360,1,0
0.465306,14.241400,1,0
0.465510,14.242445,1,0
0.465715,14.243460,1,0
0.465920,14.244465,1,0
0.466125,14.245485,1,0
0.466330,14.246490,1,0
0.466534,14.247500,1,0
0.466739,14.248520,1,0
0.466944,14.249540,1,0
0.467149,14.250545,1,0
0.467354,14.251555,1,0
0.467558,14.252575,1,0
0.467763,14.253600,1,0
0.467968,14.254625,1,0
0.468173,14.255640,1,0
0.468378,14.256645,1,0
0.468582,14.257670,1,0
0.468787,14.258695,1,0
0.468992,14.259735,1,0
0.469197,14.260765,1,0
0.469402,14.261790,1,0
0.469606,14.262810,1,0
0.469811,14.263820,1,0
0.470016,14.264825,1,0
0.470221,14.265835,1,0
0.470426,14.266840,1,0
0.470630,14.267855,1,0
0.470835,14.268870,1,0
0.471040,14.269900,1,0
0.471245,14.270930,1,0
0.471450,14.271955,1,0
0.471654,14.272975,1,0
0.471859,14.274000,1,0
0.472064,14.275015,1,0
0.472269,14.276020,1,0
0.472474,14.277035,1,0
0.472678,14.278070,1,0
0.472883,14.279120,1,0
0.473088,14.280155,1,0
0.473293,14.281180,1,0
0.473498,14.282220,1,0
0.473702,14.283240,1,0
0.473907,14.284260,1,0
0.474112,14.285285,1,0
0.474317,14.286315,1,0
0.474522,14.287340,1,0
0.474726,14.288360,1,0
0.474931,14.289400,1,0
0.475136,14.290430,1,0
0.475341,14.291465,1,0
0.475546,14.292505,1,0
0.475750,14.293525,1,0
0.475955,14.294540,1,0
0.476160,14.295575,1,0
0.476365,14.296595,1,0
0.476570,14.297615,1,0
0.476774,14.298645,1,0
0.476979,14.299690,1,0
0.477184,14.300745,1,0
0.477389,14.301800,1,0
0.477594,14.302830,1,0
0.477798,14.303865,1,0
0.478003,14.304895,1,0
0.478208,14.305925,1,0
0.478413,14.306945,1,0
0.478618,14.307985,1,0
0.478822,14.309015,1,0
0.479027,14.310040,1,0
0.479232,14.311075,1,0
0.479437,14.312110,1,0
0.479642,14.313130,1,0
0.479846,14.314150,1,0
0.480051,14.315185,1,0
0.480256,14.316200,1,0
0.480461,14.317215,1,0
0.480666,14.318240,1,0
0.480870,14.319275,1,0
0.481075,14.320335,1,0
0.481280,14.321390,1,0
0.481485,14.322450,1,0
0.481690,14.323485,1,0
0.481894,14.324505,1,0
0.482099,14.325535,1,0
0.482304,14.326560,1,0
0.482509,14.327585,1,0
0.482714,14.328610,1,0
0.482918,14.329640,1,0
0.483123,14.330660,1,0
0.483328,14.331675,1,0
0.483533,14.332690,1,0
0.483738,14.333720,1,0
0.483942,14.334750,1,0
0.484147,14.335765,1,0
0.484352,14.336780,1,0
0.484557,14.337805,1,0
0.484762,14.338830,1,0
0.484966,14.339870,1,0
0.485171,14.340910,1,0
0.485376,14.341940,1,0
0.485581,14.342965,1,0
0.485786,14.343980,1,0
0.485990,14.344990,1,0
0.486195,14.346005,1,0
0.486400,14.347020,1,0
0.486605,14.348030,1,0
0.486810,14.349045,1,0
0.487014,14.350080,1,0
0.487219,14.351095,1,0
0.487424,14.352115,1,0
0.487629,14.353125,1,0
0.487834,14.354140,1,0
0.488038,14.355150,1,0
0.488243,14.356150,1,0
0.488448,14.357150,1,0
0.488653,14.358175,1,0
0.488858,14.359210,1,0
0.489062,14.360235,1,0
0.489267,14.361260,1,0
0.489472,14.362280,1,0
0.489677,14.363295,1,0
0.489882,14.364305,1,0
0.490086,14.365325,1,0
0.490291,14.366350,1,0
0.490496,14.367355,1,0
0.490701,14.368365,1,0
0.490906,14.369385,1,0
0.491110,14.370410,1,0
0.491315,14.371425,1,0
0.491520,14.372445,1,0
0.491725,14.373450,1,0
0.491930,14.374450,1,0
0.492134,14.375465,1,0
0.492339,14.376465,1,0
0.492544,14.377470,1,0
0.492749,14.378475,1,0
0.492954,14.379490,1,0
0.493158,14.380525,1,0
0.493363,14.381560,1,0
0.493568,14.382585,1,0
0.493773,14.383605,1,0
0.493978,14.384615,1,0
0.494182,14.385625,1,0
0.494387,14.386630,1,0
0.494592,14.387650,1,0
0.494797,14.388665,1,0
0.495002,14.389680,1,0
0.495206,14.390690,1,0
0.495411,14.391700,1,0
0.495616,14.392705,1,0
0.495821,14.393700,1,0
0.496026,14.394710,1,0
0.496230,14.395705,1,0
0.496435,14.396695,1,0
0.496640,14.397700,1,0
0.496845,14.398705,1,0
0.497050,14.399735,1,0
0.497254,14.400765,1,0
0.497459,14.401800,1,0
0.497664,14.402830,1,0
0.497869,14.403830,1,0
0.498074,14.404840,1,0
0.498278,14.405855,1,0
0.498483,14.406860,1,0
0.498688,14.407865,1,0
0.498893,14.408870,1,0
0.499098,14.409880,1,0
0.499302,14.410885,1,0
0.499507,14.411880,1,0
0.499712,14.412890,1,0
0.499917,14.413900,1,0
0.500122,14.414920,1,0
0.500326,14.415910,1,0
0.500531,14.416905,1,0
0.500736,14.417920,1,0
0.500941,14.418940,1,0
0.501146,14.419960,1,0
0.501350,14.420990,1,0
0.501555,14.422010,1,0
0.501760,14.423020,1,0
0.501965,14.424015,1,0
0.502170,14.425020,1,0
0.502374,14.426025,1,0
0.502579,14.427035,1,0
0.502784,14.428035,1,0
0.502989,14.429045,1,0
0.503194,14.430060,1,0
0.503398,14.431080,1,0
0.503603,14.432090,1,0
0.503808,14.433090,1,0
0.504013,14.434100,1,0
0.504218,14.435105,1,0
0.504422,14.436100,1,0
0.504627,14.437095,1,0
0.504832,14.438110,1,0
0.505037,14.439130,1,0
0.505242,14.440150,1,0
0.505446,14.441170,1,0
0.505651,14.442195,1,0
0.505856,14.443205,1,0
0.506061,14.444210,1,0
0.506266,14.445230,1,0
0.506470,14.446255,1,0
0.506675,14.447260,1,0
0.506880,14.448265,1,0
0.507085,14.449295,1,0
0.507290,14.450315,1,0
0.507494,14.451330,1,0
0.507699,14.452355,1,0
0.507904,14.453365,1,0
0.508109,14.454365,1,0
0.508314,14.455380,1,0
0.508518,14.456385,1,0
0.508723,14.457395,1,0
0.508928,14.458405,1,0
0.509133,14.459435,1,0
0.509338,14.460475,1,0
0.509542,14.461510,1,0
0.509747,14.462540,1,0
0.509952,14.463565,1,0
0.510157,14.464590,1,0
0.510362,14.465620,1,0
0.510566,14.466635,1,0
0.510771,14.467665,1,0
0.510976,14.468685,1,0
0.511181,14.469710,1,0
0.511386,14.470735,1,0
0.511590,14.471760,1,0
0.511795,14.472785,1,0
0.512000,14.473800,1,0
0.512205,14.474820,1,0
0.512410,14.475845,1,0
0.512614,14.476855,1,0
0.512819,14.477860,1,0
0.513024,14.478890,1,0
0.513229,14.479935,1,0
0.513434,14.480985,1,0
0.513638,14.482045,1,0
0.513843,14.483090,1,0
0.514048,14.484105,1,0
0.514253,14.485135,1,0
0.514458,14.486165,1,0
0.514662,14.487190,1,0
0.514867,14.488225,1,0
0.515072,14.489255,1,0
0.515277,14.490285,1,0
0.515482,14.491310,1,0
0.515686,14.492340,1,0
0.515891,14.493370,1,0
0.516096,14.494410,1,0
0.516301,14.495435,1,0
0.516506,14.496455,1,0
0.516710,14.497475,1,0
0.516915,14.498515,1,0
0.517120,14.499560,1,0
0.517325,14.500605,1,0
0.517530,14.501650,1,0
0.517734,14.502685,1,0
0.517939,14.503715,1,0
0.518144,14.504730,1,0
0.518349,14.505755,1,0
0.518554,14.506785,1,0
0.518758,14.507805,1,0
0.518963,14.508835,1,0
0.519168,14.509875,1,0
0.519373,14.510910,1,0
0.519578,14.511935,1,0
0.519782,14.512960,1,0
0.519987,14.513985,1,0
0.520192,14.515005,1,0
0.520397,14.516015,1,0
0.520602,14.517025,1,0
0.520806,14.518060,1,0
0.521011,14.519095,1,0
0.521216,14.520135,1,0
0.521421,14.521160,1,0
0.521626,14.522195,1,0
0.521830,14.523220,1,0
0.522035,14.524235,1,0
0.522240,14.525265,1,0
0.522445,14.526300,1,0
0.522650,14.527315,1,0
0.522854,14.528335,1,0
0.523059,14.529375,1,0
0.523264,14.530410,1,0
0.523469,14.531440,1,0
0.523674,14.532475,1,0
0.523878,14.533490,1,0
0.524083,14.534500,1,0
0.524288,14.535515,1,0
0.524493,14.536525,1,0
0.524698,14.537535,1,0
0.524902,14.538560,1,0
0.525107,14.539590,1,0
0.525312,14.540625,1,0
0.525517,14.541665,1,0
0.525722,14.542695,1,0
0.525926,14.543720,1,0
0.526131,14.544740,1,0
0.526336,14.545765,1,0
0.526541,14.546785,1,0
0.526746,14.547815,1,0
0.526950,14.548835,1,0
0.527155,14.549860,1,0
0.527360,14.550885,1,0
0.527565,14.551910,1,0
0.527770,14.552930,1,0
0.527974,14.553935,1,0
0.528179,14.554960,1,0
0.528384,14.555970,1,0
0.528589,14.556975,1,0
0.528794,14.557985,1,0
0.528998,14.559010,1,0
0.529203,14.560045,1,0
0.529408,14.561085,1,0
0.529613,14.562130,1,0
0.529818,14.563160,1,0
0.530022,14.564170,1,0
0.530227,14.565200,1,0
0.530432,14.566220,1,0
0.530637,14.567230,1,0
0.530842,14.568250,1,0
0.531046,14.569275,1,0
0.531251,14.570290,1,0
0.531456,14.571305,1,0
0.531661,14.572320,1,0
0.531866,14.573345,1,0
0.532070,14.574375,1,0
0.532275,14.575390,1,0
0.532480,14.576395,1,0
0.532685,14.577410,1,0
0.532890,14.578435,1,0
0.533094,14.579465,1,0
0.533299,14.580500,1,0
0.533504,14.581525,1,0
0.533709,14.582535,1,0
0.533914,14.583555,1,0
0.534118,14.584565,1,0
0.534323,14.585580,1,0
0.534528,14.586590,1,0
0.534733,14.587600,1,0
0.534938,14.588620,1,0
0.535142,14.589650,1,0
0.535347,14.590685,1,0
0.535552,14.591710,1,0
0.535757,14.592735,1,0
0.535962,14.593750,1,0
0.536166,14.594765,1,0
0.536371,14.595770,1,0
0.536576,14.596775,1,0
0.536781,14.597800,1,0
0.536986,14.598830,1,0
0.537190,14.599860,1,0
0.537395,14.600880,1,0
0.537600,14.601910,1,0
0.537805,14.602925,1,0
0.538010,14.603935,1,0
0.538214,14.604950,1,0
0.538419,14.605985,1,0
0.538624,14.607005,1,0
0.538829,14.608010,1,0
0.539034,14.609040,1,0
0.539238,14.610075,1,0
0.539443,14.611105,1,0
0.539648,14.612135,1,0
0.539853,14.613150,1,0
0.540058,14.614155,1,0
0.540262,14.615175,1,0
0.540467,14.616180,1,0
0.540672,14.617190,1,0
0.540877,14.618215,1,0
0.541082,14.619235,1,0
0.541286,14.620265,1,0
0.541491,14.621300,1,0
0.541696,14.622335,1,0
0.541901,14.623360,1,0
0.542106,14.624370,1,0
0.542310,14.625395,1,0
0.542515,14.626405,1,0
0.542720,14.627430,1,0
0.542925,14.628460,1,0
0.543130,14.629480,1,0
0.543334,14.630500,1,0
0.543539,14.631525,1,0
0.543744,14.632545,1,0
0.543949,14.633545,1,0
0.544154,14.634560,1,0
0.544358,14.635575,1,0
0.544563,14.636585,1,0
0.544768,14.637585,1,0
0.544973,14.638605,1,0
0.545178,14.639645,1,0
0.545382,14.640685,1,0
0.545587,14.641730,1,0
0.545792,14.642770,1,0
0.545997,14.643780,1,0
0.546202,14.644795,1,0
0.546406,14.645815,1,0
0.546611,14.646835,1,0
0.546816,14.647850,1,0
0.547021,14.648865,1,0
0.547226,14.649890,1,0
0.547430,14.650900,1,0
0.547635,14.651915,1,0
0.547840,14.652935,1,0
0.548045,14.653965,1,0
0.548250,14.654985,1,0
0.548454,14.656000,1,0
0.548659,14.657010,1,0
0.548864,14.658040,1,0
0.549069,14.659075,1,0
0.549274,14.660115,1,0
0.549478,14.661155,1,0
0.549683,14.662175,1,0
0.549888,14.663200,1,0
0.550093,14.664210,1,0
0.550298,14.665220,1,0
0.550502,14.666245,1,0
0.550707,14.667260,1,0
0.550912,14.668280,1,0
0.551117,14.669305,1,0
0.551322,14.670335,1,0
0.551526,14.671365,1,0
0.551731,14.672390,1,0
0.551936,14.673415,1,0
0.552141,14.674440,1,0
0.552346,14.675455,1,0
0.552550,14.676455,1,0
0.552755,14.677480,1,0
0.552960,14.678520,1,0
0.553165,14.679560,1,0
0.553370,14.680600,1,0
0.553574,14.681625,1,0
0.553779,14.682655,1,0
0.553984,14.683670,1,0
0.554189,14.684695,1,0
0.554394,14.685720,1,0
0.554598,14.686745,1,0
0.554803,14.687755,1,0
0.555008,14.688780,1,0
0.555213,14.689820,1,0
0.555418,14.690850,1,0
0.555622,14.691870,1,0
0.555827,14.692895,1,0
0.556032,14.693895,1,0
0.556237,14.694910,1,0
0.556442,14.695930,1,0
0.556646,14.696935,1,0
0.556851,14.697950,1,0
0.557056,14.698970,1,0
0.557261,14.700010,1,0
0.557466,14.701050,1,0
0.557670,14.702085,1,0
0.557875,14.703110,1,0
0.558080,14.704130,1,0
0.558285,14.705150,1,0
0.558490,14.706160,1,0
0.558694,14.707180,1,0
0.558899,14.708200,1,0
