Period (s),ActualPosition (mm),Gate,Trigger
0.202138,12.928115,0,0
0.202342,12.929135,0,0
0.202547,12.930155,0,0
0.202752,12.931165,0,0
0.202957,12.932195,0,0
0.203162,12.933200,0,0
0.203366,12.934195,0,0
0.203571,12.935205,0,0
0.203776,12.936205,0,0
0.203981,12.937210,0,0
0.204186,12.938220,0,0
0.204390,12.939245,0,0
0.204595,12.940270,0,0
0.204800,12.941305,0,0
0.205005,12.942330,0,0
0.205210,12.943350,0,0
0.205414,12.944370,0,0
0.205619,12.945385,0,0
0.205824,12.946395,0,0
0.206029,12.947420,0,0
0.206234,12.948440,0,0
0.206438,12.949455,0,0
0.206643,12.950465,0,0
0.206848,12.951485,0,0
0.207053,12.952505,0,0
0.207258,12.953510,0,0
0.207462,12.954520,0,0
0.207667,12.955530,0,0
0.207872,12.956530,0,0
0.208077,12.957530,0,0
0.208282,12.958555,0,0
0.208486,12.959590,0,0
0.208691,12.960625,0,0
0.208896,12.961670,0,0
0.209101,12.962710,0,0
0.209306,12.963725,0,0
0.209510,12.964740,0,0
0.209715,12.965765,0,0
0.209920,12.966780,0,0
0.210125,12.967800,0,0
0.210330,12.968820,0,0
0.210534,12.969835,0,0
0.210739,12.970850,0,0
0.210944,12.971865,0,0
0.211149,12.972885,0,0
0.211354,12.973905,0,0
0.211558,12.974930,0,0
0.211763,12.975935,0,0
0.211968,12.976945,0,0
0.212173,12.977965,0,0
0.212378,12.979000,0,0
0.212582,12.980030,0,0
0.212787,12.981070,0,0
0.212992,12.982105,0,0
0.213197,12.983130,0,0
0.213402,12.984145,0,0
0.213606,12.985155,0,0
0.213811,12.986175,0,0
0.214016,12.987190,0,0
0.214221,12.988215,0,0
0.214426,12.989240,0,0
0.214630,12.990270,0,0
0.214835,12.991300,0,0
0.215040,12.992320,0,0
0.215245,12.993345,0,0
0.215450,12.994370,0,0
0.215654,12.995385,0,0
0.215859,12.996390,0,0
0.216064,12.997410,0,0
0.216269,12.998455,0,0
0.216474,12.999485,0,0
0.216678,13.000525,1,1
0.216883,13.001560,1,0
0.217088,13.002590,1,0
0.217293,13.003615,1,0
0.217498,13.004635,1,0
0.217702,13.005670,1,0
0.217907,13.006705,1,0
0.218112,13.007720,1,0
0.218317,13.008750,1,0
0.218522,13.009785,1,0
0.218726,13.010820,1,0
0.218931,13.011850,1,0
0.219136,13.012885,1,0
0.219341,13.013895,1,0
0.219546,13.014915,1,0
0.219750,13.015935,1,0
0.219955,13.016960,1,0
0.220160,13.017990,1,0
0.220365,13.019010,1,0
0.220570,13.020050,1,0
0.220774,13.021090,1,0
0.220979,13.022140,1,0
0.221184,13.023175,1,0
0.221389,13.024205,1,0
0.221594,13.025235,1,0
0.221798,13.026260,1,0
0.222003,13.027290,1,0
0.222208,13.028330,1,0
0.222413,13.029355,1,0
0.222618,13.030385,1,0
0.222822,13.031415,1,0
0.223027,13.032445,1,0
0.223232,13.033455,1,0
0.223437,13.034485,1,0
0.223642,13.035515,1,0
0.223846,13.036530,1,0
0.224051,13.037545,1,0
0.224256,13.038570,1,0
0.224461,13.039615,1,0
0.224666,13.040665,1,0
0.224870,13.041720,1,0
0.225075,13.042770,1,0
0.225280,13.043790,1,0
0.225485,13.044825,1,0
0.225690,13.045850,1,0
0.225894,13.046870,1,0
0.226099,13.047905,1,0
0.226304,13.048930,1,0
0.226509,13.049955,1,0
0.226714,13.050975,1,0
0.226918,13.052000,1,0
0.227123,13.053030,1,0
0.227328,13.054065,1,0
0.227533,13.055090,1,0
0.227738,13.056110,1,0
0.227942,13.057120,1,0
0.228147,13.058150,1,0
0.228352,13.059190,1,0
0.228557,13.060230,1,0
0.228762,13.061265,1,0
0.228966,13.062295,1,0
0.229171,13.063315,1,0
0.229376,13.064330,1,0
0.229581,13.065345,1,0
0.229786,13.066365,1,0
0.229990,13.067380,1,0
0.230195,13.068400,1,0
0.230400,13.069430,1,0
0.230605,13.070460,1,0
0.230810,13.071480,1,0
0.231014,13.072500,1,0
0.231219,13.073515,1,0
0.231424,13.074540,1,0
0.231629,13.075550,1,0
0.231834,13.076550,1,0
0.232038,13.077560,1,0
0.232243,13.078595,1,0
0.232448,13.079625,1,0
0.232653,13.080645,1,0
0.232858,13.081660,1,0
0.233062,13.082680,1,0
0.233267,13.083690,1,0
0.233472,13.084700,1,0
0.233677,13.085725,1,0
0.233882,13.086735,1,0
0.234086,13.087740,1,0
0.234291,13.088750,1,0
0.234496,13.089780,1,0
0.234701,13.090805,1,0
0.234906,13.091815,1,0
0.235110,13.092840,1,0
0.235315,13.093835,1,0
0.235520,13.094840,1,0
0.235725,13.095850,1,0
0.235930,13.096850,1,0
0.236134,13.097855,1,0
0.236339,13.098855,1,0
0.236544,13.099880,1,0
0.236749,13.100905,1,0
0.236954,13.101925,1,0
0.237158,13.102935,1,0
0.237363,13.103950,1,0
0.237568,13.104960,1,0
0.237773,13.105965,1,0
0.237978,13.106970,1,0
0.238182,13.107985,1,0
0.238387,13.108990,1,0
0.238592,13.109990,1,0
0.238797,13.111000,1,0
0.239002,13.112015,1,0
0.239206,13.113010,1,0
0.239411,13.114000,1,0
0.239616,13.115005,1,0
0.239821,13.116000,1,0
0.240026,13.116985,1,0
0.240230,13.117990,1,0
0.240435,13.118995,1,0
0.240640,13.120025,1,0
0.240845,13.121045,1,0
0.241050,13.122080,1,0
0.241254,13.123105,1,0
0.241459,13.124100,1,0
0.241664,13.125110,1,0
0.241869,13.126115,1,0
0.242074,13.127125,1,0
0.242278,13.128140,1,0
0.242483,13.129155,1,0
0.242688,13.130165,1,0
0.242893,13.131165,1,0
0.243098,13.132170,1,0
0.243302,13.133185,1,0
0.243507,13.134205,1,0
0.243712,13.135220,1,0
0.243917,13.136215,1,0
0.244122,13.137225,1,0
0.244326,13.138240,1,0
0.244531,13.139265,1,0
0.244736,13.140305,1,0
0.244941,13.141340,1,0
0.245146,13.142355,1,0
0.245350,13.143375,1,0
0.245555,13.144380,1,0
0.245760,13.145385,1,0
0.245965,13.146400,1,0
0.246170,13.147415,1,0
0.246374,13.148425,1,0
0.246579,13.149455,1,0
0.246784,13.150485,1,0
0.246989,13.151505,1,0
0.247194,13.152525,1,0
0.247398,13.153540,1,0
0.247603,13.154555,1,0
0.247808,13.155565,1,0
0.248013,13.156570,1,0
0.248218,13.157585,1,0
0.248422,13.158620,1,0
0.248627,13.159650,1,0
0.248832,13.160680,1,0
0.249037,13.161700,1,0
0.249242,13.162725,1,0
0.249446,13.163740,1,0
0.249651,13.164755,1,0
0.249856,13.165790,1,0
0.250061,13.166810,1,0
0.250266,13.167825,1,0
0.250470,13.168850,1,0
0.250675,13.169885,1,0
0.250880,13.170910,1,0
0.251085,13.171930,1,0
0.251290,13.172960,1,0
0.251494,13.173960,1,0
0.251699,13.174975,1,0
0.251904,13.175985,1,0
0.252109,13.176990,1,0
0.252314,13.178005,1,0
0.252518,13.179030,1,0
0.252723,13.180060,1,0
0.252928,13.181100,1,0
0.253133,13.182145,1,0
0.253338,13.183170,1,0
0.253542,13.184190,1,0
0.253747,13.185215,1,0
0.253952,13.186235,1,0
0.254157,13.187260,1,0
0.254362,13.188285,1,0
0.254566,13.189310,1,0
0.254771,13.190335,1,0
0.254976,13.191365,1,0
0.255181,13.192390,1,0
0.255386,13.193405,1,0
0.255590,13.194410,1,0
0.255795,13.195425,1,0
0.256000,13.196430,1,0
0.256205,13.197435,1,0
0.256410,13.198455,1,0
0.256614,13.199485,1,0
0.256819,13.200530,1,0
0.257024,13.201580,1,0
0.257229,13.202625,1,0
0.257434,13.203645,1,0
0.257638,13.204660,1,0
0.257843,13.205685,1,0
0.258048,13.206710,1,0
0.258253,13.207725,1,0
0.258458,13.208750,1,0
0.258662,13.209775,1,0
0.258867,13.210785,1,0
0.259072,13.211805,1,0
0.259277,13.212825,1,0
0.259482,13.213845,1,0
0.259686,13.214870,1,0
0.259891,13.215885,1,0
0.260096,13.216895,1,0
0.260301,13.217915,1,0
0.260506,13.218945,1,0
0.260710,13.219975,1,0
0.260915,13.221010,1,0
0.261120,13.222035,1,0
0.261325,13.223060,1,0
0.261530,13.224070,1,0
0.261734,13.225080,1,0
0.261939,13.226090,1,0
0.262144,13.227105,1,0
0.262349,13.228125,1,0
0.262554,13.229145,1,0
0.262758,13.230180,1,0
0.262963,13.231205,1,0
0.263168,13.232225,1,0
0.263373,13.233235,1,0
0.263578,13.234260,1,0
0.263782,13.235275,1,0
0.263987,13.236275,1,0
0.264192,13.237285,1,0
0.264397,13.238320,1,0
0.264602,13.239355,1,0
0.264806,13.240385,1,0
0.265011,13.241415,1,0
0.265216,13.242445,1,0
0.265421,13.243460,1,0
0.265626,13.244480,1,0
0.265830,13.245510,1,0
0.266035,13.246545,1,0
0.266240,13.247555,1,0
0.266445,13.248580,1,0
0.266650,13.249610,1,0
0.266854,13.250650,1,0
0.267059,13.251680,1,0
0.267264,13.252720,1,0
0.267469,13.253730,1,0
0.267674,13.254745,1,0
0.267878,13.255775,1,0
0.268083,13.256785,1,0
0.268288,13.257810,1,0
0.268493,13.258840,1,0
0.268698,13.259880,1,0
0.268902,13.260925,1,0
0.269107,13.261970,1,0
0.269312,13.263005,1,0
0.269517,13.264025,1,0
0.269722,13.265055,1,0
0.269926,13.266075,1,0
0.270131,13.267100,1,0
0.270336,13.268130,1,0
0.270541,13.269155,1,0
0.270746,13.270175,1,0
0.270950,13.271210,1,0
0.271155,13.272235,1,0
0.271360,13.273250,1,0
0.271565,13.274265,1,0
0.271770,13.275285,1,0
0.271974,13.276300,1,0
0.272179,13.277300,1,0
0.272384,13.278315,1,0
0.272589,13.279355,1,0
0.272794,13.280400,1,0
0.272998,13.281445,1,0
0.273203,13.282490,1,0
0.273408,13.283520,1,0
0.273613,13.284525,1,0
0.273818,13.285560,1,0
0.274022,13.286575,1,0
0.274227,13.287590,1,0
0.274432,13.288615,1,0
0.274637,13.289640,1,0
0.274842,13.290665,1,0
0.275046,13.291685,1,0
0.275251,13.292705,1,0
0.275456,13.293735,1,0
0.275661,13.294770,1,0
0.275866,13.295785,1,0
0.276070,13.296805,1,0
0.276275,13.297835,1,0
0.276480,13.298865,1,0
0.276685,13.299910,1,0
0.276890,13.300950,1,0
0.277094,13.301980,1,0
0.277299,13.303010,1,0
0.277504,13.304025,1,0
0.277709,13.305040,1,0
0.277914,13.306065,1,0
0.278118,13.307080,1,0
0.278323,13.308105,1,0
0.278528,13.309130,1,0
0.278733,13.310165,1,0
0.278938,13.311200,1,0
0.279142,13.312230,1,0
0.279347,13.313250,1,0
0.279552,13.314275,1,0
0.279757,13.315295,1,0
0.279962,13.316310,1,0
0.280166,13.317325,1,0
0.280371,13.318360,1,0
0.280576,13.319390,1,0
0.280781,13.320425,1,0
0.280986,13.321445,1,0
0.281190,13.322470,1,0
0.281395,13.323480,1,0
0.281600,13.324490,1,0
0.281805,13.325515,1,0
0.282010,13.326535,1,0
0.282214,13.327540,1,0
0.282419,13.328560,1,0
0.282624,13.329590,1,0
0.282829,13.330615,1,0
0.283034,13.331635,1,0
0.283238,13.332670,1,0
0.283443,13.333670,1,0
0.283648,13.334675,1,0
0.283853,13.335695,1,0
0.284058,13.336705,1,0
0.284262,13.337715,1,0
0.284467,13.338730,1,0
0.284672,13.339755,1,0
0.284877,13.340795,1,0
0.285082,13.341830,1,0
0.285286,13.342855,1,0
0.285491,13.343880,1,0
0.285696,13.344895,1,0
0.285901,13.345910,1,0
0.286106,13.346925,1,0
0.286310,13.347950,1,0
0.286515,13.348970,1,0
0.286720,13.349985,1,0
0.286925,13.351015,1,0
0.287130,13.352040,1,0
0.287334,13.353055,1,0
0.287539,13.354065,1,0
0.287744,13.355080,1,0
0.287949,13.356080,1,0
0.288154,13.357090,1,0
0.288358,13.358100,1,0
0.288563,13.359125,1,0
0.288768,13.360165,1,0
0.288973,13.361200,1,0
0.289178,13.362245,1,0
0.289382,13.363270,1,0
0.289587,13.364280,1,0
0.289792,13.365300,1,0
0.289997,13.366315,1,0
0.290202,13.367325,1,0
0.290406,13.368340,1,0
0.290611,13.369370,1,0
0.290816,13.370380,1,0
0.291021,13.371385,1,0
0.291226,13.372395,1,0
0.291430,13.373425,1,0
0.291635,13.374450,1,0
0.291840,13.375475,1,0
0.292045,13.376485,1,0
0.292250,13.377495,1,0
0.292454,13.378525,1,0
0.292659,13.379560,1,0
0.292864,13.380605,1,0
0.293069,13.381635,1,0
0.293274,13.382660,1,0
0.293478,13.383675,1,0
0.293683,13.384690,1,0
0.293888,13.385705,1,0
0.294093,13.386725,1,0
0.294298,13.387740,1,0
0.294502,13.388765,1,0
0.294707,13.389800,1,0
0.294912,13.390835,1,0
0.295117,13.391865,1,0
0.295322,13.392885,1,0
0.295526,13.393915,1,0
0.295731,13.394940,1,0
0.295936,13.395955,1,0
0.296141,13.396965,1,0
0.296346,13.398000,1,0
0.296550,13.399045,1,0
0.296755,13.400085,1,0
0.296960,13.401115,1,0
0.297165,13.402155,1,0
0.297370,13.403175,1,0
0.297574,13.404195,1,0
0.297779,13.405220,1,0
0.297984,13.406255,1,0
0.298189,13.407275,1,0
0.298394,13.408295,1,0
0.298598,13.409330,1,0
0.298803,13.410365,1,0
0.299008,13.411395,1,0
0.299213,13.412430,1,0
0.299418,13.413450,1,0
0.299622,13.414465,1,0
0.299827,13.415485,1,0
0.300032,13.416505,1,0
0.300237,13.417530,1,0
0.300442,13.418555,1,0
0.300646,13.419590,1,0
0.300851,13.420630,1,0
0.301056,13.421675,1,0
0.301261,13.422705,1,0
0.301466,13.423730,1,0
0.301670,13.424755,1,0
0.301875,13.425780,1,0
0.302080,13.426790,1,0
0.302285,13.427820,1,0
0.302490,13.428845,1,0
0.302694,13.429860,1,0
0.302899,13.430875,1,0
0.303104,13.431895,1,0
0.303309,13.432910,1,0
0.303514,13.433920,1,0
0.303718,13.434940,1,0
0.303923,13.435960,1,0
0.304128,13.436965,1,0
0.304333,13.437980,1,0
0.304538,13.439010,1,0
0.304742,13.440050,1,0
0.304947,13.441095,1,0
0.305152,13.442150,1,0
0.305357,13.443185,1,0
0.305562,13.444195,1,0
0.305766,13.445210,1,0
0.305971,13.446230,1,0
0.306176,13.447250,1,0
0.306381,13.448270,1,0
0.306586,13.449295,1,0
0.306790,13.450305,1,0
0.306995,13.451310,1,0
0.307200,13.452335,1,0
0.307405,13.453350,1,0
0.307610,13.454380,1,0
0.307814,13.455405,1,0
0.308019,13.456405,1,0
0.308224,13.457420,1,0
0.308429,13.458450,1,0
0.308634,13.459480,1,0
0.308838,13.460525,1,0
0.309043,13.461560,1,0
0.309248,13.462580,1,0
0.309453,13.463595,1,0
0.309658,13.464605,1,0
0.309862,13.465615,1,0
0.310067,13.466630,1,0
0.310272,13.467635,1,0
0.310477,13.468650,1,0
0.310682,13.469675,1,0
0.310886,13.470700,1,0
0.311091,13.471720,1,0
0.311296,13.472730,1,0
0.311501,13.473745,1,0
0.311706,13.474760,1,0
0.311910,13.475765,1,0
0.312115,13.476765,1,0
0.312320,13.477785,1,0
0.312525,13.478815,1,0
0.312730,13.479845,1,0
0.312934,13.480870,1,0
0.313139,13.481895,1,0
0.313344,13.482915,1,0
0.313549,13.483925,1,0
0.313754,13.484935,1,0
0.313958,13.485965,1,0
0.314163,13.486975,1,0
0.314368,13.487990,1,0
0.314573,13.489005,1,0
0.314778,13.490035,1,0
0.314982,13.491060,1,0
0.315187,13.492075,1,0
0.315392,13.493090,1,0
0.315597,13.494095,1,0
0.315802,13.495105,1,0
0.316006,13.496115,1,0
0.316211,13.497125,1,0
0.316416,13.498155,1,0
0.316621,13.499180,1,0
0.316826,13.500205,1,0
0.317030,13.501245,1,0
0.317235,13.502275,1,0
0.317440,13.503295,1,0
0.317645,13.504310,1,0
0.317850,13.505335,1,0
0.318054,13.506345,1,0
0.318259,13.507360,1,0
0.318464,13.508385,1,0
0.318669,13.509395,1,0
0.318874,13.510420,1,0
0.319078,13.511440,1,0
0.319283,13.512455,1,0
0.319488,13.513455,1,0
0.319693,13.514470,1,0
0.319898,13.515480,1,0
0.320102,13.516490,1,0
0.320307,13.517490,1,0
0.320512,13.518500,1,0
0.320717,13.519535,1,0
0.320922,13.520570,1,0
0.321126,13.521620,1,0
0.321331,13.522660,1,0
0.321536,13.523675,1,0
0.321741,13.524685,1,0
0.321946,13.525705,1,0
0.322150,13.526715,1,0
0.322355,13.527725,1,0
0.322560,13.528740,1,0
0.322765,13.529760,1,0
0.322970,13.530765,1,0
0.323174,13.531775,1,0
0.323379,13.532795,1,0
0.323584,13.533810,1,0
0.323789,13.534830,1,0
0.323994,13.535840,1,0
0.324198,13.536845,1,0
0.324403,13.537860,1,0
0.324608,13.538885,1,0
0.324813,13.539925,1,0
0.325018,13.540960,1,0
0.325222,13.541985,1,0
0.325427,13.543005,1,0
0.325632,13.544015,1,0
0.325837,13.545020,1,0
0.326042,13.546040,1,0
0.326246,13.547055,1,0
0.326451,13.548070,1,0
0.326656,13.549090,1,0
0.326861,13.550125,1,0
0.327066,13.551150,1,0
0.327270,13.552170,1,0
0.327475,13.553190,1,0
0.327680,13.554210,1,0
0.327885,13.555225,1,0
0.328090,13.556230,1,0
0.328294,13.557240,1,0
0.328499,13.558280,1,0
0.328704,13.559315,1,0
0.328909,13.560345,1,0
0.329114,13.561370,1,0
0.329318,13.562400,1,0
0.329523,13.563420,1,0
0.329728,13.564435,1,0
0.329933,13.565465,1,0
0.330138,13.566495,1,0
0.330342,13.567495,1,0
0.330547,13.568515,1,0
0.330752,13.569550,1,0
0.330957,13.570585,1,0
0.331162,13.571610,1,0
0.331366,13.572640,1,0
0.331571,13.573645,1,0
0.331776,13.574660,1,0
0.331981,13.575680,1,0
0.332186,13.576700,1,0
0.332390,13.577710,1,0
0.332595,13.578740,1,0
0.332800,13.579775,1,0
0.333005,13.580820,1,0
0.333210,13.581875,1,0
0.333414,13.582905,1,0
0.333619,13.583935,1,0
0.333824,13.584965,1,0
0.334029,13.585990,1,0
0.334234,13.587020,1,0
0.334438,13.588055,1,0
0.334643,13.589090,1,0
0.334848,13.590120,1,0
0.335053,13.591155,1,0
0.335258,13.592190,1,0
0.335462,13.593215,1,0
0.335667,13.594225,1,0
0.335872,13.595260,1,0
0.336077,13.596280,1,0
0.336282,13.597295,1,0
0.336486,13.598325,1,0
0.336691,13.599370,1,0
0.336896,13.600425,1,0
0.337101,13.601475,1,0
0.337306,13.602530,1,0
0.337510,13.603565,1,0
0.337715,13.604580,1,0
0.337920,13.605615,1,0
0.338125,13.606635,1,0
0.338330,13.607660,1,0
0.338534,13.608685,1,0
0.338739,13.609705,1,0
0.338944,13.610730,1,0
0.339149,13.611750,1,0
0.339354,13.612775,1,0
0.339558,13.613795,1,0
0.339763,13.614835,1,0
0.339968,13.615840,1,0
0.340173,13.616850,1,0
0.340378,13.617880,1,0
0.340582,13.618905,1,0
0.340787,13.619945,1,0
0.340992,13.620980,1,0
0.341197,13.622005,1,0
0.341402,13.623025,1,0
0.341606,13.624030,1,0
0.341811,13.625040,1,0
0.342016,13.626055,1,0
0.342221,13.627065,1,0
0.342426,13.628080,1,0
0.342630,13.629090,1,0
0.342835,13.630115,1,0
0.343040,13.631135,1,0
0.343245,13.632155,1,0
0.343450,13.633170,1,0
0.343654,13.634185,1,0
0.343859,13.635190,1,0
0.344064,13.636190,1,0
0.344269,13.637190,1,0
0.344474,13.638225,1,0
0.344678,13.639245,1,0
0.344883,13.640270,1,0
0.345088,13.641285,1,0
0.345293,13.642305,1,0
0.345498,13.643315,1,0
0.345702,13.644320,1,0
0.345907,13.645335,1,0
0.346112,13.646355,1,0
0.346317,13.647360,1,0
0.346522,13.648365,1,0
0.346726,13.649385,1,0
0.346931,13.650405,1,0
0.347136,13.651420,1,0
0.347341,13.652440,1,0
0.347546,13.653445,1,0
0.347750,13.654445,1,0
0.347955,13.655455,1,0
0.348160,13.656450,1,0
0.348365,13.657460,1,0
0.348570,13.658470,1,0
0.348774,13.659490,1,0
0.348979,13.660515,1,0
0.349184,13.661550,1,0
0.349389,13.662575,1,0
0.349594,13.663585,1,0
0.349798,13.664595,1,0
0.350003,13.665610,1,0
0.350208,13.666610,1,0
0.350413,13.667625,1,0
0.350618,13.668640,1,0
0.350822,13.669650,1,0
0.351027,13.670665,1,0
0.351232,13.671685,1,0
0.351437,13.672685,1,0
0.351642,13.673685,1,0
0.351846,13.674700,1,0
0.352051,13.675705,1,0
0.352256,13.676705,1,0
0.352461,13.677705,1,0
0.352666,13.678725,1,0
0.352870,13.679755,1,0
0.353075,13.680790,1,0
0.353280,13.681840,1,0
0.353485,13.682880,1,0
0.353690,13.683885,1,0
0.353894,13.684900,1,0
0.354099,13.685915,1,0
0.354304,13.686925,1,0
0.354509,13.687935,1,0
0.354714,13.688955,1,0
0.354918,13.689975,1,0
0.355123,13.690985,1,0
0.355328,13.692000,1,0
0.355533,13.693015,1,0
0.355738,13.694040,1,0
0.355942,13.695065,1,0
0.356147,13.696080,1,0
0.356352,13.697085,1,0
0.356557,13.698115,1,0
0.356762,13.699155,1,0
0.356966,13.700200,1,0
0.357171,13.701235,1,0
0.357376,13.702265,1,0
0.357581,13.703290,1,0
0.357786,13.704305,1,0
0.357990,13.705315,1,0
0.358195,13.706335,1,0
0.358400,13.707345,1,0
0.358605,13.708370,1,0
0.358810,13.709395,1,0
0.359014,13.710435,1,0
0.359219,13.711460,1,0
0.359424,13.712485,1,0
0.359629,13.713510,1,0
0.359834,13.714530,1,0
0.360038,13.715545,1,0
0.360243,13.716555,1,0
0.360448,13.717580,1,0
0.360653,13.718630,1,0
0.360858,13.719665,1,0
0.361062,13.720700,1,0
0.361267,13.721735,1,0
0.361472,13.722765,1,0
0.361677,13.723790,1,0
0.361882,13.724810,1,0
0.362086,13.725840,1,0
0.362291,13.726865,1,0
0.362496,13.727885,1,0
0.362701,13.728915,1,0
0.362906,13.729950,1,0
0.363110,13.730975,1,0
0.363315,13.732010,1,0
0.363520,13.733035,1,0
0.363725,13.734050,1,0
0.363930,13.735070,1,0
0.364134,13.736090,1,0
0.364339,13.737105,1,0
0.364544,13.738140,1,0
0.364749,13.739165,1,0
0.364954,13.740205,1,0
0.365158,13.741250,1,0
0.365363,13.742300,1,0
0.365568,13.743335,1,0
0.365773,13.744360,1,0
0.365978,13.745385,1,0
0.366182,13.746405,1,0
0.366387,13.747435,1,0
0.366592,13.748470,1,0
0.366797,13.749495,1,0
0.367002,13.750515,1,0
0.367206,13.751550,1,0
0.367411,13.752575,1,0
0.367616,13.753580,1,0
0.367821,13.754610,1,0
0.368026,13.755630,1,0
0.368230,13.756645,1,0
0.368435,13.757660,1,0
0.368640,13.758690,1,0
0.368845,13.759735,1,0
0.369050,13.760790,1,0
0.369254,13.761845,1,0
0.369459,13.762900,1,0
0.369664,13.763910,1,0
0.369869,13.764940,1,0
0.370074,13.765970,1,0
0.370278,13.766990,1,0
0.370483,13.768010,1,0
0.370688,13.769035,1,0
0.370893,13.770060,1,0
0.371098,13.771065,1,0
0.371302,13.772090,1,0
0.371507,13.773110,1,0
0.371712,13.774145,1,0
0.371917,13.775170,1,0
0.372122,13.776180,1,0
0.372326,13.777195,1,0
0.372531,13.778220,1,0
0.372736,13.779260,1,0
0.372941,13.780300,1,0
0.373146,13.781340,1,0
0.373350,13.782370,1,0
0.373555,13.783390,1,0
0.373760,13.784400,1,0
0.373965,13.785415,1,0
0.374170,13.786430,1,0
0.374374,13.787445,1,0
0.374579,13.788460,1,0
0.374784,13.789480,1,0
0.374989,13.790510,1,0
0.375194,13.791535,1,0
0.375398,13.792550,1,0
0.375603,13.793565,1,0
0.375808,13.794585,1,0
0.376013,13.795595,1,0
0.376218,13.796595,1,0
0.376422,13.797620,1,0
0.376627,13.798655,1,0
0.376832,13.799690,1,0
0.377037,13.800725,1,0
0.377242,13.801750,1,0
0.377446,13.802775,1,0
0.377651,13.803800,1,0
0.377856,13.804815,1,0
0.378061,13.805845,1,0
0.378266,13.806865,1,0
0.378470,13.807870,1,0
0.378675,13.808900,1,0
0.378880,13.809930,1,0
0.379085,13.810955,1,0
0.379290,13.811980,1,0
0.379494,13.813000,1,0
0.379699,13.814005,1,0
0.379904,13.815015,1,0
0.380109,13.816030,1,0
0.380314,13.817040,1,0
0.380518,13.818065,1,0
0.380723,13.819100,1,0
0.380928,13.820140,1,0
0.381133,13.821180,1,0
0.381338,13.822220,1,0
0.381542,13.823250,1,0
0.381747,13.824275,1,0
0.381952,13.825305,1,0
0.382157,13.826320,1,0
0.382362,13.827340,1,0
0.382566,13.828375,1,0
0.382771,13.829390,1,0
0.382976,13.830410,1,0
0.383181,13.831435,1,0
0.383386,13.832455,1,0
0.383590,13.833465,1,0
0.383795,13.834480,1,0
0.384000,13.835495,1,0
0.384205,13.836505,1,0
0.384410,13.837510,1,0
0.384614,13.838535,1,0
0.384819,13.839575,1,0
0.385024,13.840625,1,0
0.385229,13.841680,1,0
0.385434,13.842725,1,0
0.385638,13.843745,1,0
0.385843,13.844765,1,0
0.386048,13.845790,1,0
0.386253,13.846810,1,0
0.386458,13.847830,1,0
0.386662,13.848855,1,0
0.386867,13.849875,1,0
0.387072,13.850890,1,0
0.387277,13.851905,1,0
0.387482,13.852930,1,0
0.387686,13.853955,1,0
0.387891,13.854975,1,0
0.388096,13.855985,1,0
0.388301,13.857000,1,0
0.388506,13.858025,1,0
0.388710,13.859055,1,0
0.388915,13.860100,1,0
0.389120,13.861145,1,0
0.389325,13.862175,1,0
0.389530,13.863195,1,0
0.389734,13.864215,1,0
0.389939,13.865225,1,0
0.390144,13.866250,1,0
0.390349,13.867265,1,0
0.390554,13.868285,1,0
0.390758,13.869310,1,0
0.390963,13.870340,1,0
0.391168,13.871365,1,0
0.391373,13.872395,1,0
0.391578,13.873410,1,0
0.391782,13.874425,1,0
0.391987,13.875440,1,0
0.392192,13.876440,1,0
0.392397,13.877455,1,0
0.392602,13.878495,1,0
0.392806,13.879535,1,0
0.393011,13.880565,1,0
0.393216,13.881595,1,0
0.393421,13.882625,1,0
0.393626,13.883650,1,0
0.393830,13.884670,1,0
0.394035,13.885710,1,0
0.394240,13.886735,1,0
0.394445,13.887745,1,0
0.394650,13.888770,1,0
0.394854,13.889815,1,0
0.395059,13.890850,1,0
0.395264,13.891880,1,0
0.395469,13.892910,1,0
0.395674,13.893915,1,0
0.395878,13.894930,1,0
0.396083,13.895945,1,0
0.396288,13.896955,1,0
0.396493,13.897975,1,0
0.396698,13.899005,1,0
0.396902,13.900040,1,0
0.397107,13.901085,1,0
0.397312,13.902130,1,0
0.397517,13.903165,1,0
0.397722,13.904190,1,0
0.397926,13.905220,1,0
0.398131,13.906245,1,0
0.398336,13.907280,1,0
0.398541,13.908310,1,0
0.398746,13.909335,1,0
0.398950,13.910360,1,0
0.399155,13.911395,1,0
0.399360,13.912415,1,0
0.399565,13.913435,1,0
0.399770,13.914450,1,0
0.399974,13.915465,1,0
0.400179,13.916475,1,0
0.400384,13.917480,1,0
0.400589,13.918510,1,0
0.400794,13.919550,1,0
0.400998,13.920600,1,0
0.401203,13.921660,1,0
0.401408,13.922715,1,0
0.401613,13.923735,1,0
0.401818,13.924765,1,0
0.402022,13.925805,1,0
0.402227,13.926835,1,0
0.402432,13.927865,1,0
0.402637,13.928900,1,0
0.402842,13.929935,1,0
0.403046,13.930955,1,0
0.403251,13.931985,1,0
0.403456,13.933025,1,0
0.403661,13.934060,1,0
0.403866,13.935085,1,0
0.404070,13.936100,1,0
0.404275,13.937125,1,0
0.404480,13.938165,1,0
0.404685,13.939205,1,0
0.404890,13.940250,1,0
0.405094,13.941300,1,0
0.405299,13.942340,1,0
0.405504,13.943370,1,0
0.405709,13.944400,1,0
0.405914,13.945430,1,0
0.406118,13.946460,1,0
0.406323,13.947490,1,0
