Period (s),PositionError (mm),CommandedVelocity (mm/s),ActivityStatusRegister,PhasingInitialized,AtMaximumVelocity,Tracking,CurrentProfileMode,AxisSettled,MotorOn,PositionCapture,InMotion,InPositiveLimit,InNegativeLimit,ProfileSegment
0.000000,0.000000,-0.000033,9493,1,0,1,2,0,1,0,1,0,0,1
0.000512,0.000000,-0.003965,9493,1,0,1,2,0,1,0,1,0,0,1
0.001024,-0.000005,-0.014451,9489,1,0,0,2,0,1,0,1,0,0,1
0.001536,-0.000005,-0.031491,9489,1,0,0,2,0,1,0,1,0,0,1
0.002048,0.000000,-0.055084,9493,1,0,1,2,0,1,0,1,0,0,1
0.002560,-0.000010,-0.085230,9489,1,0,0,2,0,1,0,1,0,0,1
0.003072,-0.000040,-0.121930,9489,1,0,0,2,0,1,0,1,0,0,1
0.003584,-0.000070,-0.165184,9489,1,0,0,2,0,1,0,1,0,0,1
0.004096,-0.000110,-0.214991,9489,1,0,0,2,0,1,0,1,0,0,1
0.004608,-0.000150,-0.271353,9489,1,0,0,2,0,1,0,1,0,0,1
0.005120,-0.000200,-0.334267,9489,1,0,0,2,0,1,0,1,0,0,1
0.005632,-0.000250,-0.403735,9489,1,0,0,2,0,1,0,1,0,0,1
0.006144,-0.000305,-0.479758,9489,1,0,0,2,0,1,0,1,0,0,1
0.006656,-0.000355,-0.562333,9489,1,0,0,2,0,1,0,1,0,0,1
0.007168,-0.000415,-0.651461,9489,1,0,0,2,0,1,0,1,0,0,1
0.007680,-0.000455,-0.747144,9489,1,0,0,2,0,1,0,1,0,0,1
0.008192,-0.000510,-0.848562,17681,1,0,0,2,0,1,0,1,0,0,2
0.008704,-0.000540,-0.950797,17681,1,0,0,2,0,1,0,1,0,0,2
0.009216,-0.000560,-1.053034,17681,1,0,0,2,0,1,0,1,0,0,2
0.009728,-0.000580,-1.155269,17681,1,0,0,2,0,1,0,1,0,0,2
0.010240,-0.000580,-1.257506,17681,1,0,0,2,0,1,0,1,0,0,2
0.010752,-0.000590,-1.359741,17681,1,0,0,2,0,1,0,1,0,0,2
0.011264,-0.000595,-1.461978,17681,1,0,0,2,0,1,0,1,0,0,2
0.011776,-0.000600,-1.564214,17681,1,0,0,2,0,1,0,1,0,0,2
0.012288,-0.000605,-1.666451,17681,1,0,0,2,0,1,0,1,0,0,2
0.012800,-0.000610,-1.768686,17681,1,0,0,2,0,1,0,1,0,0,2
0.013312,-0.000620,-1.870923,17681,1,0,0,2,0,1,0,1,0,0,2
0.013824,-0.000635,-1.973158,17681,1,0,0,2,0,1,0,1,0,0,2
0.014336,-0.000645,-2.075395,17681,1,0,0,2,0,1,0,1,0,0,2
0.014848,-0.000660,-2.177632,17681,1,0,0,2,0,1,0,1,0,0,2
0.015360,-0.000665,-2.279867,17681,1,0,0,2,0,1,0,1,0,0,2
0.015872,-0.000675,-2.382104,17681,1,0,0,2,0,1,0,1,0,0,2
0.016384,-0.000690,-2.484339,17681,1,0,0,2,0,1,0,1,0,0,2
0.016896,-0.000705,-2.586576,17681,1,0,0,2,0,1,0,1,0,0,2
0.017408,-0.000730,-2.688812,17681,1,0,0,2,0,1,0,1,0,0,2
0.017920,-0.000785,-2.791049,17681,1,0,0,2,0,1,0,1,0,0,2
0.018432,-0.000805,-2.893284,17681,1,0,0,2,0,1,0,1,0,0,2
0.018944,-0.000805,-2.995521,17681,1,0,0,2,0,1,0,1,0,0,2
0.019456,-0.000810,-3.097756,17681,1,0,0,2,0,1,0,1,0,0,2
0.019968,-0.000830,-3.199993,17681,1,0,0,2,0,1,0,1,0,0,2
0.020480,-0.000800,-3.302228,17681,1,0,0,2,0,1,0,1,0,0,2
0.020992,-0.000785,-3.404465,17681,1,0,0,2,0,1,0,1,0,0,2
0.021504,-0.000760,-3.506701,17681,1,0,0,2,0,1,0,1,0,0,2
0.022016,-0.000755,-3.608938,17681,1,0,0,2,0,1,0,1,0,0,2
0.022528,-0.000695,-3.711173,17681,1,0,0,2,0,1,0,1,0,0,2
0.023040,-0.000665,-3.813410,17681,1,0,0,2,0,1,0,1,0,0,2
0.023552,-0.000685,-3.915647,17681,1,0,0,2,0,1,0,1,0,0,2
0.024064,-0.000695,-4.017882,17681,1,0,0,2,0,1,0,1,0,0,2
0.024576,-0.000675,-4.120119,17681,1,0,0,2,0,1,0,1,0,0,2
0.025088,-0.000635,-4.222059,25873,1,0,0,2,0,1,0,1,0,0,3
0.025600,-0.000585,-4.319052,25873,1,0,0,2,0,1,0,1,0,0,3
0.026112,-0.000530,-4.409492,25873,1,0,0,2,0,1,0,1,0,0,3
0.026624,-0.000490,-4.493378,25873,1,0,0,2,0,1,0,1,0,0,3
0.027136,-0.000440,-4.570711,25873,1,0,0,2,0,1,0,1,0,0,3
0.027648,-0.000400,-4.641490,25873,1,0,0,2,0,1,0,1,0,0,3
0.028160,-0.000405,-4.705715,25873,1,0,0,2,0,1,0,1,0,0,3
0.028672,-0.000410,-4.763387,25873,1,0,0,2,0,1,0,1,0,0,3
0.029184,-0.000405,-4.814506,25873,1,0,0,2,0,1,0,1,0,0,3
0.029696,-0.000380,-4.859069,25873,1,0,0,2,0,1,0,1,0,0,3
0.030208,-0.000375,-4.897080,25873,1,0,0,2,0,1,0,1,0,0,3
0.030720,-0.000365,-4.928538,25873,1,0,0,2,0,1,0,1,0,0,3
0.031232,-0.000360,-4.953441,25873,1,0,0,2,0,1,0,1,0,0,3
0.031744,-0.000340,-4.971792,25873,1,0,0,2,0,1,0,1,0,0,3
0.032256,-0.000330,-4.983588,25873,1,0,0,2,0,1,0,1,0,0,3
0.032768,-0.000350,-4.988831,25873,1,0,0,2,0,1,0,1,0,0,3
0.033280,-0.000335,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.033792,-0.000305,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.034304,-0.000310,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.034816,-0.000300,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.035328,-0.000275,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.035840,-0.000215,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.036352,-0.000200,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.036864,-0.000195,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.037376,-0.000170,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.037888,-0.000135,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.038400,-0.000085,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.038912,-0.000040,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.039424,0.000035,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.039936,0.000070,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.040448,0.000045,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.040960,0.000065,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.041472,0.000100,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.041984,0.000120,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.042496,0.000130,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.043008,0.000135,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.043520,0.000165,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.044032,0.000135,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.044544,0.000090,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.045056,0.000070,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.045568,0.000095,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.046080,0.000085,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.046592,0.000075,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.047104,0.000055,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.047616,0.000060,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.048128,0.000070,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.048640,0.000015,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.049152,0.000000,-4.989126,34071,1,1,1,2,0,1,0,1,0,0,4
0.049664,0.000015,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.050176,-0.000005,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.050688,-0.000030,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.051200,-0.000045,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.051712,-0.000035,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.052224,-0.000060,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.052736,-0.000115,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.053248,-0.000130,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.053760,-0.000175,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.054272,-0.000185,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.054784,-0.000200,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.055296,-0.000220,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.055808,-0.000220,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.056320,-0.000300,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.056832,-0.000350,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.057344,-0.000385,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.057856,-0.000385,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.058368,-0.000400,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.058880,-0.000420,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.059392,-0.000425,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.059904,-0.000430,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.060416,-0.000475,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.060928,-0.000505,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.061440,-0.000505,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.061952,-0.000470,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.062464,-0.000480,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.062976,-0.000465,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.063488,-0.000465,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.064000,-0.000445,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.064512,-0.000435,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.065024,-0.000430,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.065536,-0.000380,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.066048,-0.000335,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.066560,-0.000315,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.067072,-0.000285,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.067584,-0.000220,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.068096,-0.000155,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.068608,-0.000140,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.069120,-0.000080,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.069632,-0.000040,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.070144,0.000020,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.070656,0.000085,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.071168,0.000125,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.071680,0.000205,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.072192,0.000225,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.072704,0.000235,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.073216,0.000270,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.073728,0.000335,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.074240,0.000385,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.074752,0.000425,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.075264,0.000470,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.075776,0.000525,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.076288,0.000535,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.076800,0.000550,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.077312,0.000595,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.077824,0.000655,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.078336,0.000660,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.078848,0.000685,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.079360,0.000715,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.079872,0.000735,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.080384,0.000735,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.080896,0.000730,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.081408,0.000750,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.081920,0.000765,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.082432,0.000755,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.082944,0.000745,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.083456,0.000760,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.083968,0.000770,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.084480,0.000715,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.084992,0.000695,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.085504,0.000650,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.086016,0.000630,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.086528,0.000600,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.087040,0.000575,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.087552,0.000570,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.088064,0.000495,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.088576,0.000410,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.089088,0.000350,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.089600,0.000320,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.090112,0.000280,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.090624,0.000225,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.091136,0.000175,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.091648,0.000155,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.092160,0.000085,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.092672,0.000000,-4.989126,34071,1,1,1,2,0,1,0,1,0,0,4
0.093184,-0.000060,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.093696,-0.000075,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
0.094208,-0.000100,-4.989126,34067,1,1,0,2,0,1,0,1,0,0,4
