Period (s),PositionError (mm),CommandedVelocity (mm/s),ActivityStatusRegister,PhasingInitialized,AtMaximumVelocity,Tracking,CurrentProfileMode,AxisSettled,MotorOn,PositionCapture,InMotion,InPositiveLimit,InNegativeLimit,ProfileSegment
0.167936,-0.000165,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.168448,-0.000180,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.168960,-0.000170,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.169472,-0.000125,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.169984,-0.000140,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.170496,-0.000160,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.171008,-0.000145,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.171520,-0.000160,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.172032,-0.000170,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.172544,-0.000190,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.173056,-0.000170,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.173568,-0.000145,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.174080,-0.000155,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.174592,-0.000190,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.175104,-0.000195,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.175616,-0.000200,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.176128,-0.000215,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.176640,-0.000220,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.177152,-0.000195,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.177664,-0.000155,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.178176,-0.000180,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.178688,-0.000215,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.179200,-0.000205,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.179712,-0.000200,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.180224,-0.000190,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.180736,-0.000180,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.181248,-0.000180,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.181760,-0.000160,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.182272,-0.000200,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.182784,-0.000205,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.183296,-0.000170,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.183808,-0.000160,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.184320,-0.000185,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.184832,-0.000185,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.185344,-0.000175,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.185856,-0.000195,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.186368,-0.000230,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.186880,-0.000245,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.187392,-0.000255,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.187904,-0.000260,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.188416,-0.000300,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.188928,-0.000305,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.189440,-0.000305,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.189952,-0.000315,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.190464,-0.000365,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.190976,-0.000385,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.191488,-0.000385,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.192000,-0.000380,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.192512,-0.000385,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.193024,-0.000350,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.193536,-0.000300,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.194048,-0.000290,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.194560,-0.000325,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.195072,-0.000285,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.195584,-0.000245,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.196096,-0.000210,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.196608,-0.000150,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.197120,-0.000130,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.197632,-0.000060,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.198144,-0.000060,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.198656,-0.000055,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.199168,-0.000005,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.199680,0.000045,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.200192,0.000065,4.989125,34067,1,1,0,2,0,1,0,1,0,0,4
0.200704,0.000080,4.988272,42257,1,0,0,2,0,1,0,1,0,0,5
0.201216,0.000115,4.981652,42257,1,0,0,2,0,1,0,1,0,0,5
0.201728,0.000160,4.968479,42257,1,0,0,2,0,1,0,1,0,0,5
0.202240,0.000145,4.948753,42257,1,0,0,2,0,1,0,1,0,0,5
0.202752,0.000160,4.922473,42257,1,0,0,2,0,1,0,1,0,0,5
0.203264,0.000200,4.889640,42257,1,0,0,2,0,1,0,1,0,0,5
0.203776,0.000245,4.850252,42257,1,0,0,2,0,1,0,1,0,0,5
0.204288,0.000275,4.804312,42257,1,0,0,2,0,1,0,1,0,0,5
0.204800,0.000325,4.751816,42257,1,0,0,2,0,1,0,1,0,0,5
0.205312,0.000415,4.692769,42257,1,0,0,2,0,1,0,1,0,0,5
0.205824,0.000505,4.627167,42257,1,0,0,2,0,1,0,1,0,0,5
0.206336,0.000575,4.555012,42257,1,0,0,2,0,1,0,1,0,0,5
0.206848,0.000605,4.476303,42257,1,0,0,2,0,1,0,1,0,0,5
0.207360,0.000665,4.391040,42257,1,0,0,2,0,1,0,1,0,0,5
0.207872,0.000720,4.299225,42257,1,0,0,2,0,1,0,1,0,0,5
0.208384,0.000770,4.200855,42257,1,0,0,2,0,1,0,1,0,0,5
0.208896,0.000825,4.098645,50449,1,0,0,2,0,1,0,1,0,0,6
0.209408,0.000865,3.996409,50449,1,0,0,2,0,1,0,1,0,0,6
0.209920,0.000935,3.894173,50449,1,0,0,2,0,1,0,1,0,0,6
0.210432,0.000985,3.791937,50449,1,0,0,2,0,1,0,1,0,0,6
0.210944,0.001035,3.689700,50449,1,0,0,2,0,1,0,1,0,0,6
0.211456,0.001025,3.587463,50449,1,0,0,2,0,1,0,1,0,0,6
0.211968,0.000990,3.485228,50449,1,0,0,2,0,1,0,1,0,0,6
0.212480,0.000990,3.382991,50449,1,0,0,2,0,1,0,1,0,0,6
0.212992,0.000990,3.280756,50449,1,0,0,2,0,1,0,1,0,0,6
0.213504,0.001000,3.178519,50449,1,0,0,2,0,1,0,1,0,0,6
0.214016,0.000990,3.076284,50449,1,0,0,2,0,1,0,1,0,0,6
0.214528,0.000985,2.974047,50449,1,0,0,2,0,1,0,1,0,0,6
0.215040,0.000990,2.871811,50449,1,0,0,2,0,1,0,1,0,0,6
0.215552,0.000975,2.769575,50449,1,0,0,2,0,1,0,1,0,0,6
0.216064,0.000945,2.667339,50449,1,0,0,2,0,1,0,1,0,0,6
0.216576,0.000940,2.565102,50449,1,0,0,2,0,1,0,1,0,0,6
0.217088,0.000940,2.462867,50449,1,0,0,2,0,1,0,1,0,0,6
0.217600,0.000905,2.360630,50449,1,0,0,2,0,1,0,1,0,0,6
0.218112,0.000865,2.258395,50449,1,0,0,2,0,1,0,1,0,0,6
0.218624,0.000830,2.156158,50449,1,0,0,2,0,1,0,1,0,0,6
0.219136,0.000810,2.053921,50449,1,0,0,2,0,1,0,1,0,0,6
0.219648,0.000790,1.951686,50449,1,0,0,2,0,1,0,1,0,0,6
0.220160,0.000775,1.849449,50449,1,0,0,2,0,1,0,1,0,0,6
0.220672,0.000760,1.747213,50449,1,0,0,2,0,1,0,1,0,0,6
0.221184,0.000730,1.644976,50449,1,0,0,2,0,1,0,1,0,0,6
0.221696,0.000705,1.542741,50449,1,0,0,2,0,1,0,1,0,0,6
0.222208,0.000685,1.440504,50449,1,0,0,2,0,1,0,1,0,0,6
0.222720,0.000655,1.338269,50449,1,0,0,2,0,1,0,1,0,0,6
0.223232,0.000635,1.236032,50449,1,0,0,2,0,1,0,1,0,0,6
0.223744,0.000605,1.133797,50449,1,0,0,2,0,1,0,1,0,0,6
0.224256,0.000590,1.031560,50449,1,0,0,2,0,1,0,1,0,0,6
0.224768,0.000585,0.929324,50449,1,0,0,2,0,1,0,1,0,0,6
0.225280,0.000590,0.827087,50449,1,0,0,2,0,1,0,1,0,0,6
0.225792,0.000585,0.726503,58641,1,0,0,2,0,1,0,1,0,0,7
0.226304,0.000590,0.632197,58641,1,0,0,2,0,1,0,1,0,0,7
0.226816,0.000610,0.544445,58641,1,0,0,2,0,1,0,1,0,0,7
0.227328,0.000605,0.463246,58641,1,0,0,2,0,1,0,1,0,0,7
0.227840,0.000615,0.388600,58641,1,0,0,2,0,1,0,1,0,0,7
0.228352,0.000595,0.320509,58641,1,0,0,2,0,1,0,1,0,0,7
0.228864,0.000575,0.258970,58641,1,0,0,2,0,1,0,1,0,0,7
0.229376,0.000540,0.203986,58641,1,0,0,2,0,1,0,1,0,0,7
0.229888,0.000515,0.155555,58641,1,0,0,2,0,1,0,1,0,0,7
0.230400,0.000475,0.113678,58641,1,0,0,2,0,1,0,1,0,0,7
0.230912,0.000445,0.078353,58641,1,0,0,2,0,1,0,1,0,0,7
0.231424,0.000410,0.049584,58641,1,0,0,2,0,1,0,1,0,0,7
0.231936,0.000380,0.027367,58641,1,0,0,2,0,1,0,1,0,0,7
0.232448,0.000340,0.011703,58641,1,0,0,2,0,1,0,1,0,0,7
0.232960,0.000305,0.002594,58641,1,0,0,2,0,1,0,1,0,0,7
0.233472,0.000265,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.233984,0.000225,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.234496,0.000185,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.235008,0.000150,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.235520,0.000130,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.236032,0.000115,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.236544,0.000110,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.237056,0.000110,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.237568,0.000110,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.238080,0.000110,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.238592,0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.239104,0.000135,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.239616,0.000140,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.240128,0.000145,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.240640,0.000145,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.241152,0.000145,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.241664,0.000155,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.242176,0.000155,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.242688,0.000155,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.243200,0.000155,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.243712,0.000165,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.244224,0.000170,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.244736,0.000175,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.245248,0.000180,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.245760,0.000180,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.246272,0.000180,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.246784,0.000185,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.247296,0.000180,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.247808,0.000180,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.248320,0.000175,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.248832,0.000170,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.249344,0.000170,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.249856,0.000170,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.250368,0.000165,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.250880,0.000160,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.251392,0.000160,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.251904,0.000155,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.252416,0.000150,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.252928,0.000145,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.253440,0.000130,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.253952,0.000120,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.254464,0.000110,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.254976,0.000105,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.255488,0.000100,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.256000,0.000090,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.256512,0.000075,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.257024,0.000060,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.257536,0.000045,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.258048,0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.258560,0.000005,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.259072,-0.000010,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.259584,-0.000030,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.260096,-0.000040,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.260608,-0.000060,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.261120,-0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.261632,-0.000090,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.262144,-0.000100,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.262656,-0.000120,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.263168,-0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.263680,-0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.264192,-0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.264704,-0.000130,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.265216,-0.000135,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.265728,-0.000145,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.266240,-0.000140,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.266752,-0.000135,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.267264,-0.000130,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.267776,-0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.268288,-0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.268800,-0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.269312,-0.000120,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.269824,-0.000115,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.270336,-0.000110,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.270848,-0.000105,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.271360,-0.000100,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.271872,-0.000090,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.272384,-0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.272896,-0.000075,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.273408,-0.000065,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.273920,-0.000065,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.274432,-0.000050,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.274944,-0.000045,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.275456,-0.000035,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.275968,-0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.276480,-0.000005,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.276992,0.000010,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.277504,0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.278016,0.000035,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.278528,0.000045,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.279040,0.000060,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.279552,0.000060,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.280064,0.000060,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.280576,0.000065,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.281088,0.000070,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.281600,0.000075,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.282112,0.000075,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.282624,0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.283136,0.000085,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.283648,0.000085,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.284160,0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.284672,0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.285184,0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.285696,0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.286208,0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.286720,0.000075,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.287232,0.000075,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.287744,0.000070,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.288256,0.000070,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.288768,0.000060,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.289280,0.000050,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.289792,0.000050,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.290304,0.000040,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.290816,0.000035,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.291328,0.000035,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.291840,0.000025,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.292352,0.000025,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.292864,0.000015,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.293376,0.000010,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.293888,0.000005,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.294400,-0.000005,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.294912,-0.000010,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.295424,-0.000025,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.295936,-0.000030,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.296448,-0.000035,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.296960,-0.000050,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.297472,-0.000060,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.297984,-0.000070,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.298496,-0.000075,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.299008,-0.000080,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.299520,-0.000085,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.300032,-0.000090,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.300544,-0.000095,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.301056,-0.000100,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.301568,-0.000100,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.302080,-0.000100,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.302592,-0.000105,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.303104,-0.000100,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.303616,-0.000100,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.304128,-0.000100,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.304640,-0.000100,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.305152,-0.000100,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.305664,-0.000100,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.306176,-0.000090,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.306688,-0.000090,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.307200,-0.000090,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.307712,-0.000090,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.308224,-0.000085,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.308736,-0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.309248,-0.000065,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.309760,-0.000075,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.310272,-0.000080,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.310784,-0.000075,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.311296,-0.000070,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.311808,-0.000055,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.312320,-0.000050,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.312832,-0.000050,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.313344,-0.000045,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.313856,-0.000045,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.314368,-0.000045,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.314880,-0.000040,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.315392,-0.000035,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.315904,-0.000020,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.316416,-0.000020,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.316928,-0.000020,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.317440,-0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.317952,-0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.318464,-0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.318976,-0.000020,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.319488,-0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.320000,-0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.320512,-0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.321024,-0.000015,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.321536,-0.000020,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.322048,-0.000020,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.322560,-0.000020,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.323072,-0.000020,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.323584,-0.000025,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.324096,-0.000030,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.324608,-0.000030,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.325120,-0.000035,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.325632,-0.000035,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.326144,-0.000035,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.326656,-0.000040,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.327168,-0.000045,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.327680,-0.000045,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.328192,-0.000055,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.328704,-0.000060,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.329216,-0.000070,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.329728,-0.000065,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.330240,-0.000070,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.330752,-0.000075,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.331264,-0.000080,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.331776,-0.000085,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.332288,-0.000100,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.332800,-0.000100,0.000000,401,1,0,0,2,1,1,0,0,0,0,0
0.333312,-0.000105,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.333824,-0.000110,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.334336,-0.000115,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.334848,-0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.335360,-0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.335872,-0.000130,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.336384,-0.000135,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.336896,-0.000135,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.337408,-0.000145,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.337920,-0.000145,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.338432,-0.000145,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.338944,-0.000150,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.339456,-0.000150,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.339968,-0.000150,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.340480,-0.000145,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.340992,-0.000140,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.341504,-0.000140,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.342016,-0.000140,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.342528,-0.000140,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.343040,-0.000135,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.343552,-0.000130,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.344064,-0.000125,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.344576,-0.000120,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
0.345088,-0.000110,0.000000,273,1,0,0,2,0,1,0,0,0,0,0
