0,0
5,0.006783175
10,0.013566288
15,0.020349277
20,0.02713208
25,0.033914635
30,0.040696879
35,0.047478752
40,0.054260191
45,0.061041134
50,0.067821518
55,0.074601283
60,0.081380365
65,0.088158704
70,0.094936237
75,0.101712901
80,0.108488636
85,0.11526338
90,0.122037069
95,0.128809643
100,0.135581039
105,0.142351196
110,0.149120051
115,0.155887544
120,0.162653611
125,0.169418192
130,0.176181223
135,0.182942644
140,0.189702393
145,0.196460408
150,0.203216627
155,0.209970988
160,0.21672343
165,0.223473891
170,0.230222309
175,0.236968622
180,0.24371277
185,0.25045469
190,0.25719432
195,0.2639316
200,0.270666467
205,0.27739886
210,0.284128718
215,0.290855979
220,0.297580581
225,0.304302464
230,0.311021565
235,0.317737824
240,0.324451178
245,0.331161568
250,0.33786893
255,0.344573205
260,0.35127433
265,0.357972246
270,0.364666889
275,0.371358201
280,0.378046118
285,0.384730581
290,0.391411527
295,0.398088897
300,0.404762629
305,0.411432663
310,0.418098936
315,0.424761389
320,0.431419961
325,0.438074591
330,0.444725218
335,0.451371781
340,0.45801422
345,0.464652474
350,0.471286483
355,0.477916186
360,0.484541522
365,0.491162431
370,0.497778853
375,0.504390728
380,0.510997994
385,0.517600592
390,0.524198462
395,0.530791542
400,0.537379774
405,0.543963097
410,0.550541451
415,0.557114776
420,0.563683013
425,0.5702461
430,0.576803979
435,0.583356589
440,0.589903871
445,0.596445765
450,0.602982212
455,0.609513152
460,0.616038525
465,0.622558272
470,0.629072334
475,0.635580651
480,0.642083163
485,0.648579813
490,0.655070539
495,0.661555284
500,0.668033989
505,0.674506593
510,0.680973039
515,0.687433268
520,0.69388722
525,0.700334836
530,0.706776059
535,0.71321083
540,0.719639089
545,0.726060779
550,0.732475841
555,0.738884216
560,0.745285846
565,0.751680674
570,0.75806864
575,0.764449688
580,0.770823757
585,0.777190792
590,0.783550733
595,0.789903524
600,0.796249105
605,0.802587421
610,0.808918412
615,0.815242021
620,0.821558191
625,0.827866865
630,0.834167985
635,0.840461493
640,0.846747334
645,0.853025449
650,0.859295781
655,0.865558275
660,0.871812871
665,0.878059515
670,0.88429815
675,0.890528717
680,0.896751162
685,0.902965427
690,0.909171457
695,0.915369194
700,0.921558583
705,0.927739568
710,0.933912091
715,0.940076099
720,0.946231533
725,0.95237834
730,0.958516462
735,0.964645845
740,0.970766432
745,0.976878169
750,0.982981
755,0.989074869
760,0.995159721
765,1.001235502
770,1.007302156
775,1.013359629
780,1.019407864
785,1.025446809
790,1.031476407
795,1.037496605
800,1.043507348
805,1.049508582
810,1.055500251
815,1.061482303
820,1.067454683
825,1.073417337
830,1.079370211
835,1.085313251
840,1.091246403
845,1.097169615
850,1.103082832
855,1.108986
860,1.114879068
865,1.12076198
870,1.126634685
875,1.132497129
880,1.13834926
885,1.144191024
890,1.150022369
895,1.155843241
900,1.16165359
905,1.167453362
910,1.173242504
915,1.179020966
920,1.184788693
925,1.190545636
930,1.196291741
935,1.202026957
940,1.207751233
945,1.213464516
950,1.219166756
955,1.2248579
960,1.230537898
965,1.236206699
970,1.241864251
975,1.247510504
980,1.253145407
985,1.258768909
990,1.264380959
995,1.269981508
1000,1.275570505
1005,1.281147899
1010,1.28671364
1015,1.292267679
1020,1.297809966
